Rank,Name,Occupation,Genre,Age,Availability,Location,Rating
848,Grange Pinchen,Computer Systems Analyst IV,"Maternal,Medical,Cleaning",27,"Sunday,Monday,Wednesday",Kanata,7.8
849,Monroe Shade,Human Resources Manager,Computer,49,"Sunday,Monday,Wednesday,Thursday,Friday",Carleton Place,6.3
850,Chaunce Agneau,Database Administrator I,"Cooking,Medical,Hospice",24,"Sunday,Thursday,Friday,Saturday",Glebe,7.5
851,Ferdie Crafter,Project Manager,"Maternal,Medical,Computer",53,"Monday,Thursday,Friday,Saturday",Nepean,6.8
852,Germaine Fusco,Programmer III,"Medical,Counselling",35,"Sunday,Monday,Wednesday,Friday,Saturday",Kanata,7.4
853,Tessi Beaudry,Project Manager,"Maternal,Medical,Computer",35,"Sunday,Monday,Wednesday,Friday",Carleton Place,6.8
854,Elvera Verni,Technical Writer,"Medical,Spiritual",53,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Glebe,7.1
855,Cosette Souter,Research Associate,"Disability,Child Care,Seniors",59,"Friday,Saturday",Rockland,7.6
856,Fabio Sheather,Clinical Specialist,"Overnight,Medical",61,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Kanata,5.9
857,Cary Branch,Legal Assistant,"Child Care,Seniors,Medical",52,"Monday,Tuesday,Friday,Saturday",Southkeys,6.6
858,Claudie Fasse,Environmental Specialist,"Cooking,Maternal,Medical",47,"Tuesday,Friday,Saturday",Glebe,7.5
859,Dana Phateplace,Technical Writer,Driving,65,"Monday,Tuesday,Wednesday,Friday",Orleans,6.4
860,Muhammad Himsworth,Biostatistician I,"Cooking,Medical,Cleaning",20,"Sunday,Monday,Tuesday,Thursday",Carp,7.8
861,Verge Kores,Compensation Analyst,"Medical,Spiritual",64,"Sunday,Tuesday,Wednesday",Orleans,7.2
862,Wolfie Hurrion,Research Assistant IV,"Disability,Medical,Spiritual",37,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Glebe,8.4
863,Griffie Fullbrook,Health Coach IV,"Overnight,Therapy",34,Monday,Barhaven,6.2
864,Manda Galliford,Office Assistant III,Medical,55,"Sunday,Monday,Tuesday",Barhaven,7.1
865,Andie Vinnicombe,Research Nurse,"Cleaning,Computer",49,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",Barhaven,6.3
866,Sibel Terbeck,Nurse,"Medical,Tutoring,Driving",36,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",Rockland,6.5
867,Georgena Sedwick,Administrative Assistant IV,"Medical,Spiritual",45,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Barhaven,6.9
868,Tannie Boatwright,Research Associate,"Cooking,Medical,Shopping",60,"Sunday,Monday,Tuesday,Wednesday,Friday,Saturday",Centretown,6.9
869,Theo Haslehurst,Web Developer I,"Overnight,Therapy",33,"Sunday,Monday,Tuesday,Thursday,Saturday",Carp,6.6
870,Dick Pennetti,Help Desk Operator,"Child Care,Seniors,Computer",22,Thursday,Kanata,6.9
871,Gardner Rzehor,Accountant III,"Overnight,Medical",57,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",Carp,7.7
872,Franklin Grimwade,Assistant Professor,"Child Care,Seniors,Tutoring",21,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Orleans,2.7
873,Cosette Knapton,Sales Associate,"Child Care,Computer",57,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",Barhaven,5.4
874,Rusty McAreavey,Statistician III,"Medical,Spiritual",24,"Sunday,Monday,Tuesday,Thursday,Friday,Saturday",Orleans,7
875,Ebony Beauvais,Programmer III,"Overnight,Medical,Spiritual",28,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Kemptvile,6.6
876,Port Honywill,Systems Administrator I,"Medical,Driving,Mental Health",52,"Thursday,Friday",Carleton Place,7
877,Freedman Du Plantier,Human Resources Assistant IV,"Overnight,Driving,Spiritual",37,"Sunday,Tuesday,Thursday,Friday,Saturday",Sandy Hill,6.9
878,Annmarie Bagge,Web Designer III,Medical,33,"Monday,Wednesday",Carleton Place,7.3
879,Hilarius Maddick,Account Representative III,"Child Care,Seniors,Mental Health",19,"Sunday,Tuesday,Wednesday",Nepean,5.8
880,Floyd McComish,Engineer II,"Child Care,Seniors,Tutoring",49,"Sunday,Thursday,Friday,Saturday",Downtown,5.8
881,Farah Hanrott,Web Designer III,"Child Care,Seniors,Medical",63,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Rockland,6.9
882,Ninette Larroway,Senior Developer,"Cooking,Overnight,Medical",63,Monday,Orleans,7.5
883,Christie Hechlin,Chief Design Engineer,"Medical,Cleaning,Spiritual",65,"Sunday,Wednesday",Carleton Place,6.3
884,Silvain Crowther,VP Quality Control,"Disability,Seniors,Overnight",49,"Sunday,Monday,Wednesday,Thursday",Carleton Place,6.9
885,Cindra Cream,Actuary,"Medical,Spiritual,Mental Health",39,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Downtown,6.1
886,April Gobel,Geologist III,Medical,18,"Monday,Wednesday,Friday,Saturday",Kemptvile,7.5
887,Micheil Linsley,Social Worker,"Medical,Tutoring",29,"Monday,Tuesday,Friday,Saturday",Kanata,6.8
888,Kari Bruton,Nurse Practicioner,"Medical,Spiritual",37,"Monday,Thursday,Saturday",Orleans,6.5
889,Cynthea Gepheart,Cost Accountant,"Overnight,Driving,Computer",36,"Wednesday,Saturday",Sandy Hill,5.5
890,Mart Dewett,Social Worker,"Overnight,Medical,Spiritual",55,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Sandy Hill,7.7
891,Glenine Paolozzi,Programmer I,"Maternal,Medical",38,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Kemptvile,3.5
892,Wren Collingworth,Engineer III,"Overnight,Spiritual",31,"Monday,Tuesday,Thursday,Friday",Kanata,6.2
893,Benita Mangeot,Social Worker,"Child Care,Medical,Therapy",27,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Rockland,7.1
894,Jeanelle Hakeworth,Internal Auditor,"Overnight,Medical,Spiritual",29,"Sunday,Wednesday,Thursday,Friday",Downtown,5.5
895,Dominica Baruch,Recruiting Manager,"Child Care,Computer,Home Maintenence",33,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",Kanata,7.1
896,Nettie Havis,Marketing Manager,"Child Care,Overnight,Driving",50,Monday,Orleans,7.1
897,Clementine Oliver-Paull,Occupational Therapist,"Cooking,Medical,Hospice",46,"Sunday,Tuesday,Saturday",Nepean,7.1
898,Arley Brellin,Automation Specialist III,"Seniors,Overnight,Medical",26,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",Sandy Hill,7.9
899,Travis Marnes,Nuclear Power Engineer,"Overnight,Spiritual",39,Monday,Orleans,6.5
900,Ema Tombling,Legal Assistant,"Overnight,Spiritual",63,"Monday,Wednesday,Saturday",Glebe,5.5
901,Josee Creamen,Programmer Analyst III,"Overnight,Medical,Spiritual",43,Wednesday,Kemptvile,6.5
902,Annecorinne Papaminas,Marketing Manager,"Child Care,Seniors,Maternal",21,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Rockland,5.6
903,Othello Beacon,Administrative Assistant III,"Overnight,Spiritual",33,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Nepean,6.8
904,Jard Arrighetti,Recruiting Manager,"Disability,Child Care,Seniors",29,"Monday,Tuesday,Wednesday,Friday,Saturday",Carp,7.9
905,Kingston Kapelhoff,Financial Analyst,"Child Care,Maternal,Mental Health",22,"Sunday,Monday,Tuesday,Thursday,Friday,Saturday",Centretown,6.2
906,Ofilia Wingfield,GIS Technical Architect,Medical,52,"Monday,Wednesday,Thursday,Friday,Saturday",Barhaven,6.2
907,Town Petegrew,Physical Therapy Assistant,"Overnight,Medical,Spiritual",24,"Sunday,Friday",Carleton Place,6.7
908,Melodie Davoren,Assistant Media Planner,"Maternal,Computer",54,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",Kanata,6.9
909,Sula Suller,Design Engineer,"Overnight,Driving,Mental Health",22,"Sunday,Monday,Friday",Sandy Hill,6.5
910,Tad Behnecke,Technical Writer,"Medical,Computer",22,Sunday,Barhaven,6.6
911,Florri Wimmers,Sales Associate,"Medical,Tutoring,Driving",33,"Tuesday,Thursday,Friday",Barhaven,6.4
912,Bibbie Tosh,Payment Adjustment Coordinator,Computer,22,"Thursday,Saturday",Kemptvile,4.7
913,Querida Teather,Programmer Analyst III,"Seniors,Medical,Therapy",48,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Carp,7.2
914,Dominique Blythin,Financial Analyst,"Cleaning,Mental Health,Computer",45,Wednesday,Rockland,7.2
915,Jaclin Satchell,Web Designer III,"Cooking,Maternal,Medical",33,Monday,Nepean,6.7
916,Bruis Cobain,Research Associate,"Medical,Tutoring,Driving",62,Thursday,Glebe,7.5
917,Catlee Threlkeld,Product Engineer,"Child Care,Seniors,Computer",26,"Monday,Tuesday,Wednesday,Saturday",Carleton Place,6.6
918,Amaleta Tritton,Paralegal,"Maternal,Medical,Driving",41,"Tuesday,Wednesday,Friday,Saturday",Nepean,6.7
919,Mitch Ottam,Nuclear Power Engineer,"Maternal,Medical,Tutoring",47,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Nepean,7.5
920,Wilbert Dearth,GIS Technical Architect,"Seniors,Therapy,Tutoring",64,"Sunday,Tuesday,Friday",Southkeys,6.1
921,Kellia Papaminas,Junior Executive,"Child Care,Seniors,Medical",37,"Sunday,Thursday",Carp,6.4
922,Chaddy Meckiff,Executive Secretary,"Child Care,Overnight,Driving",32,"Sunday,Monday,Tuesday,Thursday",Centretown,6.3
923,Dinny Standeven,Programmer Analyst III,"Overnight,Medical,Therapy",53,Wednesday,Rockland,6.4
924,Jill Stelfox,Sales Associate,"Child Care,Computer",37,"Sunday,Tuesday,Thursday,Saturday",Sandy Hill,6.8
925,Lela Lowe,Marketing Assistant,"Child Care,Seniors,Mental Health",60,"Sunday,Thursday",Southkeys,6.1
926,Chrissy Fell,Software Consultant,"Seniors,Medical,Tutoring",61,"Sunday,Wednesday,Friday",Carleton Place,4.9
927,Oswell Wickens,Actuary,Medical,18,Monday,Kanata,7.3
928,Sax Itzkovici,Dental Hygienist,Medical,30,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Southkeys,5.9
929,Everett Chalice,Senior Financial Analyst,Overnight,36,"Wednesday,Friday",Kemptvile,6.1
930,Gabriello Jickells,Programmer Analyst I,Medical,44,Monday,Southkeys,7.1
931,Iosep MacNamara,Software Engineer II,"Overnight,Medical,Counselling",47,"Sunday,Monday,Wednesday,Thursday,Friday",Nepean,5.9
932,Jenifer Bimson,Systems Administrator III,"Medical,Tutoring,Counselling",61,"Monday,Tuesday,Wednesday,Saturday",Barhaven,6.8
933,Laverne Eynaud,Speech Pathologist,Medical,34,"Thursday,Saturday",Rockland,5.4
934,Neille Siseland,Marketing Assistant,Computer,31,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Carleton Place,6.3
935,Burty Birdis,VP Quality Control,"Overnight,Driving",44,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Rockland,6.2
936,Isidore Hatherall,Pharmacist,"Child Care,Overnight,Hospice",29,"Sunday,Monday,Wednesday",Kanata,6.6
937,Thomas Vasilic,Systems Administrator I,Driving,21,"Thursday,Saturday",Nepean,4.4
938,Avigdor Lundbeck,Executive Secretary,"Overnight,Medical",41,"Sunday,Tuesday,Wednesday,Friday,Saturday",Carp,6.8
939,Dare Tille,Structural Analysis Engineer,"Child Care,Medical,Computer",65,"Monday,Tuesday,Wednesday,Thursday",Kemptvile,7.3
940,Abramo Liddon,Information Systems Manager,"Medical,Spiritual",48,"Monday,Tuesday,Wednesday,Friday",Carleton Place,7.4
941,Rebekkah Flag,Civil Engineer,"Driving,Cleaning",21,"Thursday,Saturday",Carleton Place,6.1
942,Gabrila Clyant,Account Executive,"Seniors,Medical,Tutoring",43,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Kemptvile,4.9
943,Urban Marham,Marketing Manager,Computer,45,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Carp,5.8
944,Jere Coat,Help Desk Technician,"Overnight,Spiritual",42,"Monday,Wednesday,Thursday,Friday,Saturday",Rockland,6.1
945,Kincaid Ledrane,Executive Secretary,"Child Care,Mental Health,Computer",27,"Monday,Tuesday,Wednesday",Kanata,6.4
946,Dag Jobin,Financial Analyst,"Tutoring,Cleaning,Computer",38,"Sunday,Monday,Thursday,Friday",Glebe,6.9
947,Roderick Vakhrushin,Financial Advisor,"Cooking,Medical",48,"Sunday,Monday,Friday,Saturday",Glebe,7.2
948,Muffin Doore,Software Test Engineer I,"Maternal,Medical",22,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Glebe,5.6
949,Janek Fayerman,Biostatistician I,"Child Care,Seniors,Mental Health",54,Tuesday,Barhaven,4.9
950,Jone Colliar,Research Assistant IV,Seniors,48,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",Carp,6.1
951,Cornelia Gidden,Administrative Officer,"Overnight,Medical",19,"Sunday,Monday,Wednesday,Friday",Carleton Place,7.8
952,Hobie Berford,Civil Engineer,"Overnight,Medical",18,"Monday,Tuesday,Thursday,Friday,Saturday",Downtown,7.3
953,Brandise Basler,Environmental Tech,"Overnight,Medical,Spiritual",39,"Sunday,Monday,Wednesday,Thursday",Downtown,4.3
954,Hunfredo McPartling,Social Worker,"Seniors,Overnight,Medical",56,"Sunday,Monday,Tuesday,Wednesday,Friday,Saturday",Glebe,7.2
955,Melonie Eronie,Analog Circuit Design manager,"Child Care,Mental Health,Computer",62,"Sunday,Tuesday,Wednesday,Thursday,Saturday",Downtown,6.4
956,Mark Milliere,Pharmacist,"Overnight,Spiritual",50,"Sunday,Monday,Thursday,Friday",Barhaven,6.2
957,Averil Haddrill,Desktop Support Technician,"Child Care,Tutoring,Driving",36,"Sunday,Tuesday,Thursday,Saturday",Carleton Place,5.2
958,Maressa Mully,Senior Editor,"Maternal,Medical,Computer",62,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Carp,7.7
959,Cherin Huxton,Junior Executive,"Child Care,Medical,Computer",65,"Sunday,Monday,Wednesday,Thursday,Friday",Barhaven,6.2
960,Nickola Buggs,Mechanical Systems Engineer,"Maternal,Medical,Cleaning",26,"Sunday,Saturday",Downtown,7.8
961,Rowland Saylor,Safety Technician III,"Maternal,Medical,Cleaning",48,Thursday,Nepean,7
962,Sibel Male,Safety Technician III,"Medical,Mental Health,Computer",54,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Southkeys,5.9
963,Vanya Muggleston,Occupational Therapist,"Cooking,Medical,Shopping",54,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Nepean,6.7
964,Horten Millam,Staff Accountant I,"Maternal,Driving,Computer",37,Friday,Nepean,6.3
965,Darice Cornau,Internal Auditor,Medical,33,"Thursday,Friday,Saturday",Kemptvile,6.9
966,Dulcy Piche,Librarian,"Medical,Cleaning,Computer",58,"Sunday,Monday",Southkeys,7
967,Basilio Wall,Senior Editor,"Seniors,Cooking",45,"Sunday,Monday,Wednesday,Thursday,Saturday",Kanata,6.7
968,Lorain Lace,Structural Analysis Engineer,"Seniors,Cooking,Maternal",41,Saturday,Carleton Place,7.3
969,Katti Guillotin,Social Worker,"Child Care,Driving,Computer",20,"Sunday,Monday,Tuesday,Thursday,Friday",Southkeys,3.5
970,Avrom Mitton,Analog Circuit Design manager,"Child Care,Seniors,Language",48,"Tuesday,Wednesday,Thursday",Southkeys,6.5
971,Chelsy Brockelsby,Nurse Practicioner,"Driving,Computer",61,"Sunday,Monday,Tuesday,Wednesday,Thursday",Barhaven,4.8
972,Nicolais Dibbert,Programmer IV,"Medical,Cleaning,Computer",59,"Wednesday,Thursday",Kemptvile,6.9
973,Malcolm Terese,Help Desk Operator,"Overnight,Medical,Counsellingal",28,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Nepean,5.9
974,Rollins Roadnight,Nurse Practicioner,"Driving,Cleaning",55,"Tuesday,Wednesday,Friday,Saturday",Sandy Hill,6.2
975,Quinn Purselow,Technical Writer,"Cooking,Medical,Hospice",54,"Wednesday,Saturday",Rockland,7.4
976,Granthem Connikie,Automation Specialist III,"Overnight,Therapy,Spiritual",51,"Sunday,Monday,Tuesday,Wednesday,Friday,Saturday",Carp,6
977,Elora Grieswood,VP Accounting,"Medical,Cleaning,Computer",27,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Rockland,6.2
978,Taffy Sharphouse,Research Nurse,Overnight,35,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Sandy Hill,5
979,Cobb Gleder,Engineer II,Medical,44,"Tuesday,Wednesday,Thursday,Friday",Rockland,7
980,Zenia Hemerijk,Librarian,"Medical,Computer",61,"Tuesday,Thursday,Friday",Kemptvile,7.6
981,Bealle Cutts,Administrative Assistant III,"Cooking,Medical,Therapy",33,"Sunday,Tuesday",Nepean,7
982,Keri Domnin,Web Designer II,"Overnight,Medical,Therapy",35,Wednesday,Kemptvile,5.3
983,Amalita Cookney,Marketing Manager,"Medical,Tutoring,Counsellingal",40,"Sunday,Monday,Tuesday,Wednesday,Friday,Saturday",Orleans,7.4
984,Chicky Gilby,Senior Quality Engineer,Overnight,19,"Sunday,Monday,Thursday,Friday",Carp,6.5
985,Shurlocke Shucksmith,Safety Technician I,"Seniors,Therapy",25,"Sunday,Monday,Tuesday,Wednesday,Thursday",Sandy Hill,6.8
986,Clio Bumphries,Software Test Engineer III,"Seniors,Overnight,Tutoring",37,"Sunday,Monday,Tuesday,Wednesday,Friday,Saturday",Kemptvile,5.6
987,Josefa Daw,Administrative Assistant I,"Driving,Computer",49,"Sunday,Monday,Wednesday,Thursday,Friday",Orleans,5.9
988,Tarrance Penella,Senior Quality Engineer,"Medical,Spiritual",65,"Sunday,Thursday,Friday,Saturday",Carp,6.3
989,Candice Sproul,Software Engineer I,Driving,28,"Monday,Tuesday,Wednesday",Rockland,7.1
990,Waldo Dumper,Geological Engineer,"Cooking,Medical,Shopping",38,"Friday,Saturday",Nepean,7.5
991,Bentlee Vonasek,Operator,"Child Care,Seniors,Tutoring",44,"Sunday,Wednesday",Nepean,6.6
992,Duane Witherdon,Financial Analyst,"Medical,Therapy,Counselling",44,Saturday,Carp,8.5
993,Garv Meert,Accountant I,"Overnight,Medical,Spiritual",53,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",Orleans,6.3
994,Rad Weaben,Senior Editor,"Child Care,Seniors,Driving",52,"Tuesday,Friday",Centretown,5.9
995,Hayden Gracey,Research Associate,Overnight,18,"Sunday,Thursday,Saturday",Downtown,6.7
996,Avrom Hughman,Engineer IV,"Maternal,Medical,Cleaning",19,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Downtown,6.2
997,Patton Spellar,Civil Engineer,Driving,48,"Sunday,Wednesday,Thursday,Friday,Saturday",Glebe,5.5
998,Axe Featherby,Nurse Practicioner,"Medical,Counselling,Spiritual",59,Wednesday,Barhaven,6.2
999,Robena Strangwood,Account Executive,"Seniors,Overnight",55,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Southkeys,5.6
1000,Lu Ciobotaro,Actuary,"Overnight,Therapy,Tutoring",34,Tuesday,Centretown,5.3
